Infnr,Ekorg,Esokz,Werks,Loekz,Waers,Aplfz,Netpr,Peinh,Effpr
5300000237,Z100,0,2000,false,ZAR,36.000,159129.95,1.000,163903.85
5300000238,Z100,0,1000,false,ZAR,36.000,133475.00,1.000,137479.25
5300000239,Z100,0,1000,false,ZAR,30.000,186971.66,1.000,192580.81
5300000240,Z100,0,2000,false,ZAR,10.000,12881.18,1.000,13267.62
5300000241,Z100,0,1000,false,ZAR,138.000,279768.56,1.000,288161.62
5300000242,Z100,0,2000,false,ZAR,42.000,168309.09,1.000,173358.36
5300000243,Z100,0,1000,false,ZAR,111.000,151949.97,1.000,156508.47
5300000244,Z100,0,2000,false,ZAR,22.000,59805.54,1.000,61599.71
5300000245,Z100,0,1000,false,ZAR,111.000,42899.03,1.000,44186.00
5300000246,Z100,0,4000,false,ZAR,57.000,132405.89,1.000,136378.07
5300000247,Z100,0,3000,false,ZAR,35.000,5093.23,1.000,5246.03
5300000248,Z100,0,4000,false,ZAR,187.000,419904.57,1.000,432501.71
5300000249,Z100,0,1000,false,ZAR,32.000,5230.17,1.000,5387.08
5300000250,Z100,0,1000,false,ZAR,14.000,11020.03,1.000,11350.63
5300000251,Z100,0,1000,false,ZAR,25.000,119607.57,1.000,123195.80
5300000252,Z100,0,2000,false,ZAR,53.000,75396.89,1.000,77658.80
5300000253,Z100,0,4000,false,ZAR,11.000,598.70,1.000,616.66
5300000254,Z100,0,3000,false,ZAR,189.000,594522.30,1.000,612357.97
5300000255,Z100,0,4000,false,ZAR,49.000,153971.58,1.000,158590.73
5300000256,Z100,0,1000,false,ZAR,53.000,11637.52,1.000,11986.65
5300000257,Z100,0,1000,false,ZAR,28.000,16468.95,1.000,16963.02
5300000258,Z100,0,2000,false,ZAR,22.000,5074.89,1.000,5227.14
5300000259,Z100,0,4000,false,ZAR,36.000,78267.40,1.000,80615.42
5300000260,Z100,0,4000,false,ZAR,192.000,119351.94,1.000,122932.50
5300000261,Z100,0,4000,false,ZAR,101.000,55202.61,1.000,56858.69
5300000262,Z100,0,4000,false,ZAR,16.000,72562.85,1.000,74739.74
5300000263,Z100,0,2000,false,ZAR,49.000,48939.09,1.000,50407.26
5300000264,Z100,0,3000,false,ZAR,138.000,92930.84,1.000,95718.77
5300000265,Z100,0,2000,false,ZAR,40.000,204048.26,1.000,210169.71
5300000266,Z100,0,3000,false,ZAR,143.000,130550.60,1.000,134467.12
5300000267,Z100,0,2000,false,ZAR,24.000,241794.18,1.000,249048.01
5300000268,Z100,0,1000,false,ZAR,34.000,7556.18,1.000,7782.87
5300000269,Z100,0,1000,false,ZAR,38.000,22665.11,1.000,23345.06
5300000270,Z100,0,1000,false,ZAR,31.000,79193.92,1.000,81569.74
5300000271,Z100,0,2000,false,ZAR,114.000,137911.93,1.000,142049.29
5300000272,Z100,0,2000,false,ZAR,35.000,10767.08,1.000,11090.09
5300000273,Z100,0,3000,false,ZAR,40.000,60469.41,1.000,62283.49
5300000274,Z100,0,4000,false,ZAR,100.000,321727.73,1.000,331379.56
5300000275,Z100,0,3000,false,ZAR,103.000,72365.95,1.000,74536.93
5300000276,Z100,0,3000,false,ZAR,44.000,171509.59,1.000,176654.88
5300000277,Z100,0,3000,false,ZAR,41.000,73725.61,1.000,75937.38
5300000278,Z100,0,4000,false,ZAR,56.000,139209.48,1.000,143385.76
5300000279,Z100,0,2000,false,ZAR,58.000,43252.73,1.000,44550.31
5300000280,Z100,0,1000,false,ZAR,8.000,49017.37,1.000,50487.89
5300000281,Z100,0,2000,false,ZAR,150.000,498547.33,1.000,513503.75
5300000282,Z100,0,3000,false,ZAR,39.000,90326.84,1.000,93036.65
5300000283,Z100,0,4000,false,ZAR,55.000,658095.65,1.000,677838.52
5300000284,Z100,0,2000,false,ZAR,17.000,25558.87,1.000,26325.64
5300000285,Z100,0,2000,false,ZAR,85.000,550059.56,1.000,566561.35
5300000286,Z100,0,4000,false,ZAR,60.000,176733.77,1.000,182035.78
5300000287,Z100,0,1000,false,ZAR,45.000,16073.69,1.000,16555.90
5300000288,Z100,0,2000,false,ZAR,55.000,95205.31,1.000,98061.47
5300000289,Z100,0,1000,false,ZAR,98.000,20376.68,1.000,20987.98
5300000290,Z100,0,3000,false,ZAR,33.000,290362.19,1.000,299073.06
5300000291,Z100,0,4000,false,ZAR,140.000,10185.77,1.000,10491.34
5300000292,Z100,0,3000,false,ZAR,46.000,88714.27,1.000,91375.70
5300000293,Z100,0,3000,false,ZAR,37.000,77264.89,1.000,79582.84
5300000294,Z100,0,2000,false,ZAR,65.000,265026.60,1.000,272977.40
5300000295,Z100,0,1000,false,ZAR,18.000,22572.91,1.000,23250.10
5300000296,Z100,0,2000,false,ZAR,124.000,1294.60,1.000,1333.44
5300000297,Z100,0,3000,false,ZAR,15.000,100017.87,1.000,103018.41
5300000298,Z100,0,1000,false,ZAR,42.000,21560.96,1.000,22207.79
5300000299,Z100,0,2000,false,ZAR,64.000,143075.41,1.000,147367.67
5300000300,Z100,0,1000,false,ZAR,85.000,115918.61,1.000,119396.17
5300000301,Z100,0,3000,false,ZAR,38.000,89773.25,1.000,92466.45
5300000302,Z100,0,2000,false,ZAR,50.000,363974.88,1.000,374894.13
5300000303,Z100,0,1000,false,ZAR,61.000,50937.47,1.000,52465.59
5300000304,Z100,0,2000,false,ZAR,60.000,88873.20,1.000,91539.40
5300000305,Z100,0,3000,false,ZAR,47.000,62705.27,1.000,64586.43
5300000306,Z100,0,3000,false,ZAR,49.000,132074.92,1.000,136037.17
5300000307,Z100,0,1000,false,ZAR,114.000,12643.25,1.000,13022.55
5300000308,Z100,0,1000,false,ZAR,39.000,83566.00,1.000,86072.98
5300000309,Z100,0,1000,false,ZAR,55.000,210074.95,1.000,216377.20
5300000310,Z100,0,3000,false,ZAR,16.000,54685.91,1.000,56326.49
5300000311,Z100,0,3000,false,ZAR,7.000,22436.49,1.000,23109.58
5300000312,Z100,0,3000,false,ZAR,102.000,123034.30,1.000,126725.33
5300000313,Z100,0,4000,false,ZAR,19.000,145000.38,1.000,149350.39
5300000314,Z100,0,1000,false,ZAR,42.000,4307.85,1.000,4437.09
5300000315,Z100,0,3000,false,ZAR,123.000,246255.99,1.000,253643.67
5300000316,Z100,0,3000,false,ZAR,95.000,142885.97,1.000,147172.55
5300000317,Z100,0,2000,false,ZAR,116.000,32384.80,1.000,33356.34
5300000318,Z100,0,2000,false,ZAR,189.000,140292.75,1.000,144501.53
5300000319,Z100,0,4000,false,ZAR,54.000,172087.95,1.000,177250.59
5300000320,Z100,0,4000,false,ZAR,91.000,893.94,1.000,920.76
5300000321,Z100,0,2000,false,ZAR,10.000,147446.51,1.000,151869.91
5300000322,Z100,0,1000,false,ZAR,30.000,80134.27,1.000,82538.30
5300000323,Z100,0,1000,false,ZAR,43.000,117558.31,1.000,121085.06
5300000324,Z100,0,3000,false,ZAR,141.000,730022.29,1.000,751922.96
5300000325,Z100,0,2000,false,ZAR,119.000,5224.05,1.000,5380.77
5300000326,Z100,0,2000,false,ZAR,49.000,96727.49,1.000,99629.31
5300000327,Z100,0,4000,false,ZAR,45.000,175692.05,1.000,180962.81
5300000328,Z100,0,4000,false,ZAR,53.000,318208.41,1.000,327754.66
5300000329,Z100,0,1000,false,ZAR,69.000,86395.47,1.000,88987.33
5300000330,Z100,0,1000,false,ZAR,55.000,2403.44,1.000,2475.54
5300000331,Z100,0,2000,false,ZAR,30.000,21631.76,1.000,22280.71
5300000332,Z100,0,2000,false,ZAR,44.000,38090.66,1.000,39233.38
5300000333,Z100,0,3000,false,ZAR,14.000,143198.47,1.000,147494.42
5300000334,Z100,0,2000,false,ZAR,112.000,25138.35,1.000,25892.50
5300000335,Z100,0,2000,false,ZAR,47.000,66340.11,1.000,68330.31
5300000336,Z100,0,3000,false,ZAR,19.000,64609.83,1.000,66548.12
5300000337,Z100,0,3000,false,ZAR,104.000,18194.21,1.000,18740.04
5300000338,Z100,0,4000,false,ZAR,54.000,174611.52,1.000,179849.87
5300000339,Z100,0,2000,false,ZAR,16.000,134925.95,1.000,138973.73
5300000340,Z100,0,1000,false,ZAR,103.000,117817.09,1.000,121351.60
5300000341,Z100,0,1000,false,ZAR,34.000,234225.84,1.000,241252.62
5300000342,Z100,0,1000,false,ZAR,27.000,18505.40,1.000,19060.56
5300000343,Z100,0,2000,false,ZAR,12.000,75884.77,1.000,78161.31
5300000344,Z100,0,2000,false,ZAR,60.000,178214.29,1.000,183560.72
5300000345,Z100,0,1000,false,ZAR,8.000,9920.25,1.000,10217.86
5300000346,Z100,0,1000,false,ZAR,29.000,132064.83,1.000,136026.77
5300000347,Z100,0,2000,false,ZAR,56.000,53230.02,1.000,54826.92
5300000348,Z100,0,2000,false,ZAR,12.000,49266.27,1.000,50744.26
5300000349,Z100,0,3000,false,ZAR,97.000,1568.41,1.000,1615.46
5300000350,Z100,0,3000,false,ZAR,144.000,22821.37,1.000,23506.01
5300000351,Z100,0,1000,false,ZAR,51.000,19464.69,1.000,20048.63
5300000352,Z100,0,4000,false,ZAR,40.000,163686.36,1.000,168596.95
5300000353,Z100,0,2000,false,ZAR,49.000,114778.90,1.000,118222.27
5300000354,Z100,0,4000,false,ZAR,13.000,10093.45,1.000,10396.25
5300000355,Z100,0,3000,false,ZAR,49.000,562844.50,1.000,579729.83
